symbol,bar_ts,last_close,ret_bar,amt_bar,ch_score,dist_ma10,ret_short,ret_24h,ret_72h,vol_burst_24v72,bull_stack,ma10_strong_up,ch_pct,거래대금,ret_bar_str
BTCUSDT,2026-05-26 00:00:00,76722.1,-0.0072,,1.0,-0.0046,-0.0072,-0.0033,0.0148,0.19,0,0,0.8,-,-0.72%
PUMPUSDT,2026-05-26 00:00:00,0.001747,-0.0229,,1.0,-0.0095,-0.0229,0.0092,0.0175,0.31,1,1,0.8,-,-2.29%
BNTUSDT,2026-05-26 00:00:00,0.3384,-0.0038,,1.0,-0.0009,-0.0038,0.0083,0.0138,0.2,1,0,0.8,-,-0.38%
ANKRUSDT,2026-05-26 00:00:00,0.004654,-0.0161,,1.0,-0.0005,-0.0161,0.012,0.0011,0.26,1,0,0.8,-,-1.61%
ZENUSDT,2026-05-26 00:00:00,6.124,-0.018,,1.0,-0.0128,-0.018,-0.0073,0.0134,0.47,0,1,0.8,-,-1.8%
POPCATUSDT,2026-05-26 00:00:00,0.0552,-0.0199,,1.0,-0.0059,-0.0199,0.0108,0.022,0.35,0,1,0.8,-,-1.99%
OXYUSDT,2026-05-26 00:00:00,58.58,0.0109,,0.0,0.0069,0.0109,0.0058,-0.0098,0.81,0,0,0.0,-,1.09%
CFGUSDT,2026-05-26 00:00:00,0.28374,-0.0301,,0.0,-0.0371,-0.0301,-0.0566,0.0119,0.19,0,1,0.0,-,-3.01%
PAXGUSDT,2026-05-26 00:00:00,4527.22,-0.0049,,0.0,-0.0042,-0.0049,-0.0053,0.0045,0.5,1,0,0.0,-,-0.49%
ATUSDT,2026-05-26 00:00:00,0.1241,-0.0016,,0.0,0.0204,-0.0016,0.0333,-0.0096,0.16,0,0,0.0,-,-0.16%
XPDUSDT,2026-05-26 00:00:00,1384.35,-0.0063,,0.0,-0.0025,-0.0063,0.0016,0.0215,0.14,0,0,0.0,-,-0.63%
XAUTUSDT,2026-05-26 00:00:00,4521.11,-0.0048,,0.0,-0.0035,-0.0048,-0.005,0.0041,0.52,0,0,0.0,-,-0.48%
LABUSDT,2026-05-26 00:00:00,4.31674,0.0047,,-1.0,0.0038,0.0047,0.0056,-0.1022,0.33,0,0,-0.8,-,0.47%
CLOUSDT,2026-05-26 00:00:00,0.0703,0.0,,-1.0,0.0302,0.0,0.0766,-0.0057,0.25,0,0,-0.8,-,0.0%
ZROUSDT,2026-05-26 00:00:00,1.3305,-0.0057,,-1.0,0.008,-0.0057,0.0233,0.0188,0.28,0,0,-0.8,-,-0.57%
ORDERUSDT,2026-05-26 00:00:00,0.05245,-0.01,,-2.0,0.0019,-0.01,0.0124,-0.0021,0.32,0,0,-1.5,-,-1.0%
1000SATSUSDT,2026-05-26 00:00:00,1.284e-05,-0.0108,,-2.0,0.0012,-0.0108,0.011,-0.0031,0.18,0,0,-1.5,-,-1.08%
DASHUSDT,2026-05-26 00:00:00,43.8,-0.0217,,-2.0,-0.0374,-0.0217,-0.0433,-0.0335,0.2,0,0,-1.5,-,-2.17%
RDDTUSDT,2026-05-26 00:00:00,142.52,-0.0162,,-2.0,-0.0139,-0.0162,-0.0158,0.0054,0.06,0,0,-1.5,-,-1.62%
APPUSDT,2026-05-26 00:00:00,479.84,-0.0006,,-2.0,0.0067,-0.0006,0.0086,0.005,0.09,0,0,-1.5,-,-0.06%
JASMYUSDT,2026-05-26 00:00:00,0.005494,-0.0163,,-3.0,-0.0102,-0.0163,-0.0002,0.0,0.11,0,0,-2.3,-,-1.63%
SAHARAUSDT,2026-05-26 00:00:00,0.03399,-0.0244,,-3.0,-0.0232,-0.0244,-0.0096,-0.0018,0.22,0,1,-2.3,-,-2.44%
AVAXUSDT,2026-05-26 00:00:00,9.208,-0.0103,,-3.0,-0.0083,-0.0103,0.0055,0.0013,0.2,0,0,-2.3,-,-1.03%
DEEPUSDT,2026-05-26 00:00:00,0.03233,-0.023,,-3.0,-0.011,-0.023,0.0075,0.0047,0.33,0,0,-2.3,-,-2.3%
BABYUSDT,2026-05-26 00:00:00,0.01588,-0.01,,-3.0,-0.0154,-0.01,-0.0335,-0.0631,0.43,1,0,-2.3,-,-1.0%
ORCAUSDT,2026-05-26 00:00:00,1.399,-0.0189,,-3.0,-0.0254,-0.0189,-0.0196,-0.0285,0.54,1,0,-2.3,-,-1.89%
ACXUSDT,2026-05-26 00:00:00,0.04142,-0.0065,,-3.0,-0.0018,-0.0065,-0.0012,-0.0058,0.16,0,0,-2.3,-,-0.65%
1MBABYDOGEUSDT,2026-05-26 00:00:00,0.0003935,-0.0148,,-3.0,-0.0083,-0.0148,0.0036,0.0003,0.22,0,0,-2.3,-,-1.48%
LINKUSDT,2026-05-26 00:00:00,9.403,-0.0102,,-3.0,-0.0075,-0.0102,0.002,0.0005,0.15,0,0,-2.3,-,-1.02%
RUNEUSDT,2026-05-26 00:00:00,0.4388,-0.0203,,-3.0,-0.0262,-0.0203,-0.0104,0.0224,0.12,1,1,-2.3,-,-2.03%
KNCUSDT,2026-05-26 00:00:00,0.1456,-0.0156,,-3.0,-0.0082,-0.0156,-0.0136,-0.0248,0.41,1,0,-2.3,-,-1.56%
AEROUSDT,2026-05-26 00:00:00,0.4299,-0.0124,,-3.0,-0.0168,-0.0124,-0.0221,-0.0005,0.21,1,0,-2.3,-,-1.24%
GLMUSDT,2026-05-26 00:00:00,0.1391,-0.0071,,-4.0,-0.0113,-0.0071,-0.01,-0.0007,0.53,1,1,-3.1,-,-0.71%
NOMUSDT,2026-05-26 00:00:00,0.002153,-0.0106,,-4.0,-0.0164,-0.0106,-0.0358,0.0238,0.1,0,0,-3.1,-,-1.06%
GENIUSUSDT,2026-05-26 00:00:00,0.64859,0.0196,,-4.0,-0.0436,0.0196,-0.0929,0.0288,0.07,1,1,-3.1,-,1.96%
VVVUSDT,2026-05-26 00:00:00,17.206,-0.0092,,-4.0,-0.0758,-0.0092,-0.0743,-0.0129,0.18,1,1,-3.1,-,-0.92%
CLUSDT,2026-05-26 00:00:00,91.935,0.0099,,-5.0,0.0033,0.0099,0.0101,-0.0617,0.24,0,0,-3.8,-,0.99%
SONICUSDT,2026-05-26 00:00:00,0.03851,-0.01,,-5.0,-0.0108,-0.01,-0.0216,0.0021,0.56,1,0,-3.8,-,-1.0%
1000CATUSDT,2026-05-26 00:00:00,0.001798,-0.0186,,-6.0,-0.012,-0.0186,0.0,-0.0196,0.71,0,0,-4.6,-,-1.86%
MERLUSDT,2026-05-26 00:00:00,0.02729,-0.0047,,-6.0,0.0015,-0.0047,0.0,-0.0018,0.24,0,1,-4.6,-,-0.47%
IOTAUSDT,2026-05-26 00:00:00,0.05716,-0.0052,,-6.0,-0.0001,-0.0052,0.0225,-0.0092,0.2,1,0,-4.6,-,-0.52%
SQQQUSDT,2026-05-26 00:00:00,40.48,0.0269,,-6.0,0.0175,0.0269,0.0251,-0.0364,0.13,0,0,-4.6,-,2.69%
ORDIUSDT,2026-05-26 00:00:00,4.019,-0.014,,-7.0,-0.0036,-0.014,0.0042,0.0035,0.36,0,0,-5.4,-,-1.4%
SQDUSDT,2026-05-26 00:00:00,0.03823,-0.0252,,-7.0,-0.0101,-0.0252,0.0189,-0.0309,0.4,0,0,-5.4,-,-2.52%
SAPIENUSDT,2026-05-26 00:00:00,0.10859,-0.0193,,-7.0,-0.0332,-0.0193,-0.0243,-0.079,0.23,0,0,-5.4,-,-1.93%
METAUSDT,2026-05-26 00:00:00,613.07,-0.0052,,-8.0,-0.004,-0.0052,-0.005,0.0074,0.44,1,0,-6.2,-,-0.52%
RECALLUSDT,2026-05-26 00:00:00,0.05614,-0.0339,,-8.0,-0.0563,-0.0339,-0.0502,-0.0585,0.09,1,0,-6.2,-,-3.39%
SKRUSDT,2026-05-26 00:00:00,0.014504,-0.0161,,-8.0,-0.0064,-0.0161,0.0023,0.0086,0.29,0,0,-6.2,-,-1.61%
SOXSUSDT,2026-05-26 00:00:00,7.27,0.0139,,-9.0,0.0006,0.0139,0.0014,-0.0751,0.2,0,0,-6.9,-,1.39%
VETUSDT,2026-05-26 00:00:00,0.006646,0.0002,,-9.0,-0.0025,0.0002,0.0047,0.0027,0.21,0,0,-6.9,-,0.02%
BZUSDT,2026-05-26 00:00:00,95.34,0.0084,,-9.0,0.0008,0.0084,0.0053,-0.0654,0.2,0,0,-6.9,-,0.84%
FIDAUSDT,2026-05-26 00:00:00,0.03406,-0.011,,-9.0,-0.0649,-0.011,-0.1181,-0.0173,0.09,1,1,-6.9,-,-1.1%
MONUSDT,2026-05-26 00:00:00,0.0255,-0.0289,,-10.0,-0.0127,-0.0289,0.0035,-0.017,0.18,0,0,-7.7,-,-2.89%
KATUSDT,2026-05-26 00:00:00,0.00818,-0.0097,,-10.0,-0.0088,-0.0097,0.0,-0.0133,0.23,0,0,-7.7,-,-0.97%
龙虾USDT,2026-05-26 00:00:00,0.006251,-0.0193,,-10.0,-0.0105,-0.0193,-0.0137,-0.0101,0.18,0,0,-7.7,-,-1.93%
AIOUSDT,2026-05-26 00:00:00,0.0895,-0.0203,,-10.0,0.0031,-0.0203,0.0115,-0.0735,0.33,0,0,-7.7,-,-2.03%
MANTRAUSDT,2026-05-26 00:00:00,0.00906,-0.0216,,-10.0,-0.0233,-0.0216,-0.0205,-0.0216,0.24,0,0,-7.7,-,-2.16%
EULUSDT,2026-05-26 00:00:00,1.203,-0.0243,,-10.0,-0.0241,-0.0243,-0.0267,-0.0025,0.1,0,1,-7.7,-,-2.43%
FLOKIUSDT,2026-05-26 00:00:00,2.906e-05,-0.0149,,-11.0,-0.0119,-0.0149,-0.0058,0.0021,0.24,0,0,-8.5,-,-1.49%
QTUMUSDT,2026-05-26 00:00:00,0.895,-0.011,,-11.0,-0.0103,-0.011,-0.0011,-0.0303,0.21,0,0,-8.5,-,-1.1%
DOGEUSDT,2026-05-26 00:00:00,0.10061,-0.0146,,-11.0,-0.0155,-0.0146,-0.0132,-0.0101,0.2,0,0,-8.5,-,-1.46%
KAVAUSDT,2026-05-26 00:00:00,0.05865,-0.0046,,-11.0,-0.0122,-0.0046,-0.0179,-0.0245,0.31,0,0,-8.5,-,-0.46%
BBUSDT,2026-05-26 00:00:00,0.02964,-0.015,,-11.0,-0.0174,-0.015,-0.0034,-0.004,0.2,1,0,-8.5,-,-1.5%
AEVOUSDT,2026-05-26 00:00:00,0.02476,-0.0124,,-11.0,-0.0065,-0.0124,0.0123,-0.012,0.25,0,0,-8.5,-,-1.24%
SPXUSDT,2026-05-26 00:00:00,0.3552,-0.0166,,-11.0,-0.0049,-0.0166,0.0068,-0.0172,0.24,0,0,-8.5,-,-1.66%
1000BONKUSDT,2026-05-26 00:00:00,0.005969,-0.0142,,-11.0,-0.0142,-0.0142,-0.0121,-0.0012,0.25,0,0,-8.5,-,-1.42%
TRBUSDT,2026-05-26 00:00:00,17.412,-0.0092,,-11.0,-0.006,-0.0092,0.0028,-0.0009,0.09,0,0,-8.5,-,-0.92%
PENGUUSDT,2026-05-26 00:00:00,0.008615,-0.0231,,-11.0,-0.0356,-0.0231,-0.0328,-0.026,0.12,1,0,-8.5,-,-2.31%
COINUSDT,2026-05-26 00:00:00,187.23,-0.0126,,-11.0,-0.0097,-0.0126,-0.0095,0.0133,0.18,0,0,-8.5,-,-1.26%
BIOUSDT,2026-05-26 00:00:00,0.03347,-0.0065,,-11.0,-0.0142,-0.0065,-0.0106,-0.0379,0.38,0,0,-8.5,-,-0.65%
DOTUSDT,2026-05-26 00:00:00,1.239,-0.0174,,-11.0,-0.0153,-0.0174,-0.0016,-0.0182,0.18,0,0,-8.5,-,-1.74%
ATHUSDT,2026-05-26 00:00:00,0.006015,-0.0213,,-11.0,-0.0269,-0.0213,-0.0235,-0.0237,0.22,0,0,-8.5,-,-2.13%
ETHUSDT,2026-05-26 00:00:00,2093.3,-0.0088,,-11.0,-0.0065,-0.0088,-0.0007,0.0114,0.2,0,0,-8.5,-,-0.88%
ETCUSDT,2026-05-26 00:00:00,8.815,-0.0142,,-11.0,-0.0152,-0.0142,-0.0077,-0.0098,0.11,0,0,-8.5,-,-1.42%
MTLUSDT,2026-05-26 00:00:00,0.295,-0.0117,,-11.0,-0.0264,-0.0117,-0.0277,-0.0937,0.03,0,0,-8.5,-,-1.17%
NEIROCTOUSDT,2026-05-26 00:00:00,9.17e-05,-0.0213,,-11.0,-0.0256,-0.0213,-0.0317,-0.0245,0.46,0,0,-8.5,-,-2.13%
ALGOUSDT,2026-05-26 00:00:00,0.1111,-0.0133,,-11.0,-0.0144,-0.0133,-0.0036,-0.008,0.3,0,0,-8.5,-,-1.33%
SOLUSDT,2026-05-26 00:00:00,84.058,-0.0112,,-11.0,-0.0148,-0.0112,-0.0098,-0.0068,0.18,0,0,-8.5,-,-1.12%
SUSDT,2026-05-26 00:00:00,0.04541,-0.0137,,-11.0,-0.0082,-0.0137,0.0044,-0.012,0.16,1,0,-8.5,-,-1.37%
HOODUSDT,2026-05-26 00:00:00,74.33,-0.0151,,-11.0,-0.0119,-0.0151,-0.0139,0.0124,0.18,0,0,-8.5,-,-1.51%
ICXUSDT,2026-05-26 00:00:00,0.03657,-0.0135,,-11.0,-0.0113,-0.0135,-0.0052,-0.0169,0.14,0,0,-8.5,-,-1.35%
BLURUSDT,2026-05-26 00:00:00,0.02226,-0.0115,,-11.0,-0.0117,-0.0115,-0.0089,0.0068,0.13,0,0,-8.5,-,-1.15%
IDOLUSDT,2026-05-26 00:00:00,0.02525,-0.0102,,-11.0,-0.0195,-0.0102,-0.016,-0.0043,0.3,0,0,-8.5,-,-1.02%
FLUIDUSDT,2026-05-26 00:00:00,1.567,-0.0126,,-12.0,-0.0237,-0.0126,-0.0025,-0.0706,0.2,0,0,-9.2,-,-1.26%
API3USDT,2026-05-26 00:00:00,0.3234,-0.0158,,-12.0,-0.0099,-0.0158,0.0,-0.0074,1.32,0,0,-9.2,-,-1.58%
USUSDT,2026-05-26 00:00:00,0.00562,-0.01,,-12.0,-0.0482,-0.01,-0.0754,-0.1295,0.49,0,0,-9.2,-,-1.0%
UAIUSDT,2026-05-26 00:00:00,0.25793,-0.0086,,-12.0,-0.0666,-0.0086,-0.1033,-0.0694,0.28,1,1,-9.2,-,-0.86%
SEIUSDT,2026-05-26 00:00:00,0.06105,-0.0136,,-13.0,-0.0066,-0.0136,0.0051,0.0025,0.22,0,0,-10.0,-,-1.36%
SOMIUSDT,2026-05-26 00:00:00,0.1668,-0.0071,,-13.0,-0.0082,-0.0071,0.006,0.0177,0.26,1,0,-10.0,-,-0.71%
TRUMPUSDT,2026-05-26 00:00:00,2.05,-0.0144,,-13.0,-0.0132,-0.0144,-0.0053,0.0034,0.21,1,0,-10.0,-,-1.44%
PLUMEUSDT,2026-05-26 00:00:00,0.01382,-0.0274,,-13.0,-0.0743,-0.0274,-0.0932,0.026,0.15,1,1,-10.0,-,-2.74%
FIGHTUSDT,2026-05-26 00:00:00,0.004818,-0.0497,,-14.0,-0.0646,-0.0497,-0.0625,-0.1404,0.16,0,0,-10.8,-,-4.97%
PIEVERSEUSDT,2026-05-26 00:00:00,0.72247,-0.0332,,-14.0,-0.0034,-0.0332,0.0007,0.0027,0.31,0,0,-10.8,-,-3.32%
YBUSDT,2026-05-26 00:00:00,0.1173,-0.0338,,-14.0,-0.0723,-0.0338,-0.0893,-0.0886,0.39,1,1,-10.8,-,-3.38%
SKYUSDT,2026-05-26 00:00:00,0.06975,-0.0021,,-14.0,-0.0034,-0.0021,-0.003,-0.0108,0.17,1,0,-10.8,-,-0.21%
XPLUSDT,2026-05-26 00:00:00,0.0828,-0.0377,,-14.0,-0.0061,-0.0377,0.0206,0.0061,0.36,0,0,-10.8,-,-3.77%
DYMUSDT,2026-05-26 00:00:00,0.02501,-0.0436,,-15.0,-0.0641,-0.0436,-0.0835,-0.0227,0.14,1,1,-11.5,-,-4.36%
QUSDT,2026-05-26 00:00:00,0.01803,-0.0016,,-15.0,0.0034,-0.0016,0.0741,-0.0548,0.22,0,0,-11.5,-,-0.16%
C98USDT,2026-05-26 00:00:00,0.01931,-0.0198,,-15.0,-0.0049,-0.0198,0.0222,-0.0041,1.48,0,0,-11.5,-,-1.98%
COPUSDT,2026-05-26 00:00:00,119.33,-0.0057,,-15.0,-0.013,-0.0057,-0.0167,-0.0136,1.41,0,0,-11.5,-,-0.57%
TRIAUSDT,2026-05-26 00:00:00,0.04053,-0.0076,,-16.0,-0.0461,-0.0076,-0.0548,-0.0327,0.24,0,0,-12.3,-,-0.76%
ACEUSDT,2026-05-26 00:00:00,0.1145,-0.0172,,-16.0,-0.014,-0.0172,-0.0052,-0.0146,0.87,0,0,-12.3,-,-1.72%
KITEUSDT,2026-05-26 00:00:00,0.19786,-0.0047,,-16.0,-0.0162,-0.0047,-0.0215,0.0134,0.1,0,0,-12.3,-,-0.47%
GMEUSDT,2026-05-26 00:00:00,21.96,-0.0027,,-16.0,-0.0081,-0.0027,-0.0113,0.0018,0.28,0,0,-12.3,-,-0.27%
TNSRUSDT,2026-05-26 00:00:00,0.03815,-0.0063,,-17.0,-0.0006,-0.0063,0.0125,-0.0016,0.39,0,0,-13.1,-,-0.63%
MANTAUSDT,2026-05-26 00:00:00,0.07558,-0.0202,,-17.0,-0.0346,-0.0202,-0.0554,-0.019,0.24,0,0,-13.1,-,-2.02%
WALUSDT,2026-05-26 00:00:00,0.06477,-0.0077,,-17.0,-0.005,-0.0077,0.0051,0.0025,0.11,0,1,-13.1,-,-0.77%
CTKUSDT,2026-05-26 00:00:00,0.1605,-0.0147,,-17.0,-0.0066,-0.0147,0.0126,0.0012,0.62,0,0,-13.1,-,-1.47%
XOMUSDT,2026-05-26 00:00:00,153.2,-0.004,,-18.0,-0.0082,-0.004,-0.0094,-0.0181,0.48,0,0,-13.8,-,-0.4%
HAEDALUSDT,2026-05-26 00:00:00,0.0279,-0.0238,,-19.0,-0.022,-0.0238,-0.0124,-0.0011,0.08,0,0,-14.6,-,-2.38%
WAXPUSDT,2026-05-26 00:00:00,0.006188,-0.0118,,-19.0,-0.007,-0.0118,0.0032,-0.0037,0.06,0,0,-14.6,-,-1.18%
MASKUSDT,2026-05-26 00:00:00,0.45,-0.0123,,-19.0,-0.0138,-0.0123,-0.0055,-0.0149,0.11,0,0,-14.6,-,-1.23%
STEEMUSDT,2026-05-26 00:00:00,0.05274,-0.0248,,-19.0,-0.0144,-0.0248,-0.0271,-0.0296,0.09,0,0,-14.6,-,-2.48%
IMXUSDT,2026-05-26 00:00:00,0.165,-0.0179,,-19.0,-0.0117,-0.0179,-0.012,-0.0265,0.19,0,0,-14.6,-,-1.79%
GUSDT,2026-05-26 00:00:00,0.003452,-0.0162,,-19.0,-0.018,-0.0162,-0.0089,-0.04,0.18,0,0,-14.6,-,-1.62%
INITUSDT,2026-05-26 00:00:00,0.07995,-0.024,,-19.0,-0.0272,-0.024,-0.0304,-0.028,0.31,0,0,-14.6,-,-2.4%
WCTUSDT,2026-05-26 00:00:00,0.05947,-0.0185,,-19.0,-0.0316,-0.0185,-0.0308,-0.11,0.17,0,0,-14.6,-,-1.85%
STOUSDT,2026-05-26 00:00:00,0.06618,-0.0182,,-19.0,-0.0176,-0.0182,-0.019,-0.0434,0.22,0,0,-14.6,-,-1.82%
FARTCOINUSDT,2026-05-26 00:00:00,0.1765,-0.0243,,-19.0,-0.0242,-0.0243,-0.014,-0.0073,0.14,0,0,-14.6,-,-2.43%
BICOUSDT,2026-05-26 00:00:00,0.02616,-0.0046,,-19.0,-0.0418,-0.0046,-0.0463,-0.0087,0.08,0,0,-14.6,-,-0.46%
LDOUSDT,2026-05-26 00:00:00,0.3414,-0.0139,,-19.0,-0.0101,-0.0139,-0.0035,-0.0038,0.12,0,0,-14.6,-,-1.39%
ALICEUSDT,2026-05-26 00:00:00,0.1247,-0.0111,,-19.0,-0.0095,-0.0111,0.0016,-0.0166,0.1,0,0,-14.6,-,-1.11%
SCRTUSDT,2026-05-26 00:00:00,0.0807,-0.0147,,-19.0,-0.0161,-0.0147,-0.0049,-0.0182,0.21,0,0,-14.6,-,-1.47%
PEOPLEUSDT,2026-05-26 00:00:00,0.00657,-0.0102,,-19.0,-0.0059,-0.0102,0.006,-0.0131,0.21,0,0,-14.6,-,-1.02%
LUMIAUSDT,2026-05-26 00:00:00,0.10007,-0.0295,,-19.0,-0.0606,-0.0295,-0.0419,-0.0122,0.3,1,1,-14.6,-,-2.95%
XRPUSDT,2026-05-26 00:00:00,1.3389,-0.008,,-19.0,-0.009,-0.008,-0.0054,-0.001,0.2,0,0,-14.6,-,-0.8%
FORMUSDT,2026-05-26 00:00:00,0.2259,-0.0153,,-19.0,-0.0103,-0.0153,0.0076,-0.0057,0.28,0,0,-14.6,-,-1.53%
BEATUSDT,2026-05-26 00:00:00,0.98123,-0.0009,,-19.0,-0.1022,-0.0009,-0.2004,-0.269,0.09,0,0,-14.6,-,-0.09%
1INCHUSDT,2026-05-26 00:00:00,0.0894,-0.01,,-19.0,-0.0132,-0.01,-0.0089,-0.0089,0.28,0,0,-14.6,-,-1.0%
PARTIUSDT,2026-05-26 00:00:00,0.05239,-0.0091,,-19.0,0.0447,-0.0091,0.0908,0.0033,0.43,0,0,-14.6,-,-0.91%
NEWTUSDT,2026-05-26 00:00:00,0.07367,-0.016,,-19.0,-0.0165,-0.016,0.003,-0.044,0.17,0,0,-14.6,-,-1.6%
SAFEUSDT,2026-05-26 00:00:00,0.1431,-0.0111,,-19.0,-0.021,-0.0111,-0.0076,-0.0021,0.05,0,0,-14.6,-,-1.11%
PIXELUSDT,2026-05-26 00:00:00,0.00672,-0.0178,,-19.0,-0.0192,-0.0178,-0.0138,-0.0141,0.08,0,0,-14.6,-,-1.78%
ENAUSDT,2026-05-26 00:00:00,0.0977,-0.0241,,-19.0,-0.0185,-0.0241,-0.006,-0.0218,0.18,0,0,-14.6,-,-2.41%
ALLOUSDT,2026-05-26 00:00:00,0.0838,-0.0141,,-20.0,-0.0363,-0.0141,-0.0434,-0.071,0.19,0,0,-15.4,-,-1.41%
ACUUSDT,2026-05-26 00:00:00,0.08117,-0.0186,,-20.0,-0.0285,-0.0186,-0.036,-0.0333,0.23,0,0,-15.4,-,-1.86%
JCTUSDT,2026-05-26 00:00:00,0.003352,-0.0469,,-20.0,-0.0845,-0.0469,-0.0728,-0.1792,0.21,0,0,-15.4,-,-4.69%
POWERUSDT,2026-05-26 00:00:00,0.07521,-0.0203,,-20.0,-0.0225,-0.0203,-0.0235,-0.0338,0.28,0,0,-15.4,-,-2.03%
LYNUSDT,2026-05-26 00:00:00,0.04286,-0.0266,,-20.0,-0.0377,-0.0266,-0.0353,-0.0634,0.17,0,0,-15.4,-,-2.66%
COAIUSDT,2026-05-26 00:00:00,0.2893,-0.0266,,-20.0,-0.033,-0.0266,-0.0289,-0.0424,0.18,0,0,-15.4,-,-2.66%
ZKPUSDT,2026-05-26 00:00:00,0.07385,-0.0066,,-20.0,-0.0033,-0.0066,0.0114,-0.0207,0.27,0,0,-15.4,-,-0.66%
LIGHTUSDT,2026-05-26 00:00:00,0.1294,-0.0204,,-20.0,-0.0189,-0.0204,-0.0145,-0.0167,0.17,0,0,-15.4,-,-2.04%
BATUSDT,2026-05-26 00:00:00,0.0979,-0.0171,,-21.0,-0.0112,-0.0171,-0.002,-0.0051,0.13,1,0,-16.2,-,-1.71%
NAORISUSDT,2026-05-26 00:00:00,0.03765,-0.0256,,-21.0,-0.0465,-0.0256,-0.0651,0.0072,0.19,1,1,-16.2,-,-2.56%
XVSUSDT,2026-05-26 00:00:00,2.681,-0.0107,,-21.0,-0.0025,-0.0107,0.006,-0.01,0.18,0,0,-16.2,-,-1.07%
BERAUSDT,2026-05-26 00:00:00,0.3751,-0.0129,,-21.0,-0.0089,-0.0129,0.0032,-0.0106,0.23,0,0,-16.2,-,-1.29%
ETHFIUSDT,2026-05-26 00:00:00,0.3681,-0.0134,,-21.0,-0.0108,-0.0134,0.0008,0.0035,0.28,0,0,-16.2,-,-1.34%
ROSEUSDT,2026-05-26 00:00:00,0.00965,-0.0153,,-21.0,-0.0044,-0.0153,0.0105,-0.0052,0.34,0,0,-16.2,-,-1.53%
XVGUSDT,2026-05-26 00:00:00,0.003286,-0.0182,,-21.0,-0.0077,-0.0182,0.0055,-0.0206,0.32,0,0,-16.2,-,-1.82%
CROUSDT,2026-05-26 00:00:00,0.06829,-0.0096,,-21.0,-0.011,-0.0096,-0.0061,-0.0026,0.35,0,0,-16.2,-,-0.96%
DOLOUSDT,2026-05-26 00:00:00,0.0312,-0.0183,,-21.0,0.012,-0.0183,0.0403,-0.012,0.5,0,0,-16.2,-,-1.83%
GOATUSDT,2026-05-26 00:00:00,0.0169,-0.0237,,-21.0,-0.0149,-0.0237,-0.0076,-0.0237,0.38,0,0,-16.2,-,-2.37%
TREEUSDT,2026-05-26 00:00:00,0.06389,-0.015,,-21.0,-0.0173,-0.015,-0.0111,-0.0139,0.43,1,0,-16.2,-,-1.5%
PYTHUSDT,2026-05-26 00:00:00,0.04055,-0.0151,,-21.0,-0.0194,-0.0151,-0.0231,0.0125,0.16,0,0,-16.2,-,-1.51%
SYRUPUSDT,2026-05-26 00:00:00,0.1987,-0.009,,-21.0,0.008,-0.009,0.0392,-0.0129,0.27,0,0,-16.2,-,-0.9%
BEAMUSDT,2026-05-26 00:00:00,0.001802,-0.0131,,-21.0,-0.0236,-0.0131,-0.0207,0.0017,0.11,0,0,-16.2,-,-1.31%
SOPHUSDT,2026-05-26 00:00:00,0.007784,-0.0164,,-21.0,-0.0114,-0.0164,-0.0071,-0.0109,0.5,1,0,-16.2,-,-1.64%
BABAUSDT,2026-05-26 00:00:00,128.45,-0.0288,,-21.0,-0.0206,-0.0288,-0.0227,-0.0089,0.25,0,0,-16.2,-,-2.88%
FUSDT,2026-05-26 00:00:00,0.005278,-0.0195,,-21.0,-0.0135,-0.0195,-0.0008,-0.0105,0.09,1,0,-16.2,-,-1.95%
WIFUSDT,2026-05-26 00:00:00,0.1898,-0.0181,,-21.0,-0.0048,-0.0181,0.0171,-0.0073,0.17,0,0,-16.2,-,-1.81%
STRKUSDT,2026-05-26 00:00:00,0.040191,-0.0187,,-21.0,-0.0045,-0.0187,0.0149,-0.0055,0.27,0,0,-16.2,-,-1.87%
HBARUSDT,2026-05-26 00:00:00,0.08691,-0.0132,,-21.0,-0.0188,-0.0132,-0.0187,-0.017,0.15,0,0,-16.2,-,-1.32%
PROVEUSDT,2026-05-26 00:00:00,0.2564,-0.0221,,-21.0,-0.0358,-0.0221,-0.0397,-0.0591,0.08,0,0,-16.2,-,-2.21%
ADAUSDT,2026-05-26 00:00:00,0.2406,-0.0115,,-21.0,-0.0109,-0.0115,-0.0004,-0.0119,0.24,0,0,-16.2,-,-1.15%
XPINUSDT,2026-05-26 00:00:00,0.0012253,-0.014,,-21.0,-0.0014,-0.014,0.0038,-0.0103,0.26,1,0,-16.2,-,-1.4%
MANAUSDT,2026-05-26 00:00:00,0.0861,-0.0092,,-21.0,-0.0069,-0.0092,0.0,0.0023,0.19,0,0,-16.2,-,-0.92%
IDUSDT,2026-05-26 00:00:00,0.03028,-0.0201,,-21.0,-0.0184,-0.0201,-0.0137,-0.0273,0.16,0,0,-16.2,-,-2.01%
MUBARAKUSDT,2026-05-26 00:00:00,0.01293,-0.0234,,-21.0,-0.0064,-0.0234,0.0157,-0.03,0.34,0,0,-16.2,-,-2.34%
OPENUSDT,2026-05-26 00:00:00,0.1877,0.0027,,-22.0,0.011,0.0027,0.0059,-0.0563,0.22,0,0,-16.9,-,0.27%
PROSUSDT,2026-05-26 00:00:00,0.6088,-0.0154,,-22.0,-0.0177,-0.0154,-0.0312,-0.0799,0.29,0,0,-16.9,-,-1.54%
