symbol,name,price,d_MA10,d_MA20,w_MA10,w_MA20
HST,호스트 호텔스 & 리조트,22.979999542236328,2.14,4.33,9.28,14.42
CZR,시저스 엔터테인먼트,29.049999237060547,2.97,4.36,5.12,13.72
FGBI,퍼스트 개런티 뱅크셰어스,9.680000305175781,3.54,4.38,3.42,7.73
SLDB,솔리드 바이오사이언스,7.340000152587891,8.89,4.39,-1.41,5.84
MNST,몬스터 베버리지,88.08000183105469,0.7,4.46,10.07,10.05
IOSP,이노스펙,82.94000244140625,3.61,4.47,7.29,6.83
MIDD,미들비,155.00999450683594,4.7,4.62,7.65,4.51
CDNS,케이던스 디자인 시스템즈,374.92999267578125,3.6,4.63,15.03,20.17
ZD,지프 데이비스,45.06999969482422,4.33,4.64,2.66,12.75
ASML,ASML 홀딩 ADR,1612.760009765625,3.01,4.66,9.1,12.59
VC,비스티온,118.29000091552734,4.74,4.67,12.34,19.0
PDLB,폰스 파이낸셜 그룹,18.8799991607666,2.62,4.68,6.69,10.39
SHBI,쇼어 뱅크셰어스,20.65999984741211,3.53,4.69,6.1,8.13
WILC,G 윌리 푸드 인터내셔널,36.900001525878906,3.05,4.71,17.08,24.09
KLAC,KLA,1921.7099609375,2.88,4.73,8.98,18.87
SAIA,사이아,472.3699951171875,1.98,4.73,11.22,19.57
FLWS,1-800 플라워스닷컴,4.480000019073486,4.09,4.75,11.3,17.63
MTC,MMTEC,6.610000133514404,9.23,4.78,6.32,27.7
IPHA,이네이트 파르마 ADR,1.809999942779541,-5.38,4.81,11.8,12.54
TER,테라다인,374.30999755859375,5.18,4.85,5.51,17.78
TACHU,Titan Acquisition Units,10.979999542236328,4.63,4.85,4.74,4.69
IPM,인텔리전트 프로텍션 매니지먼트,1.9982000589370728,3.12,4.87,8.61,12.68
AAPL,애플,312.05999755859375,2.09,4.88,11.41,15.96
TRST,트러스트코 은행 N Y,51.810001373291016,2.94,4.9,9.35,13.25
CHW,Calamos Global Dynamic Income Closed Fund,9.119999885559082,4.71,4.9,11.06,13.52
FIZZ,내셔널 베버리지,36.9900016784668,3.63,4.95,6.86,5.95
NWPX,NWPX 인프라스트럭처,117.95999908447266,3.7,4.95,21.93,39.62
FFIV,F5,383.45001220703125,-0.08,4.97,15.98,26.36
MKSI,MKS,324.260009765625,3.01,4.99,14.71,26.14
LIVN,리바노바,73.80000305175781,0.75,5.04,10.11,12.07
KYIV,키이우스타 그룹,14.279999732971191,2.02,5.05,16.04,18.63
NOVTU,Novanta Tangible Equity Units,66.94000244140625,0.95,5.07,12.58,12.92
SIFY,사이피 테크놀러지 ADR,16.81999969482422,3.29,5.08,12.21,13.47
CODA,코다 옥토퍼스 그룹,12.510000228881836,4.26,5.1,2.78,1.45
AMAT,어플라이드 머티어리얼즈,450.05999755859375,3.55,5.1,11.33,20.62
ACHV,어치브 라이프 사이언스,5.239999771118164,8.6,5.1,21.02,18.24
EGBN,이글 뱅코프,27.290000915527344,4.53,5.11,4.44,5.54
PSMT,프라이스스마트,169.99000549316406,2.56,5.21,6.89,10.76
FDMT,4D 몰레큘러 테라퓨틱스,9.90999984741211,12.46,5.29,3.88,8.78
NTLA,인텔리아 테라퓨틱스,14.069999694824219,8.79,5.31,4.02,6.13
PRSO,페라소,1.0901000499725342,4.41,5.32,6.66,2.16
VEON,베온 ADR,56.13999938964844,0.4,5.34,8.12,6.57
NDLS,누들스,12.600000381469727,8.3,5.37,13.67,48.9
LXRX,렉시콘 파마슈티컬스,2.180000066757202,0.37,5.39,16.52,30.62
GIII,G-III 어패럴 그룹,32.33000183105469,5.57,5.39,7.35,8.71
LNTH,랜티우스 홀딩스,99.30000305175781,2.21,5.4,13.61,25.36
LILA,리버티 라틴 아메리카 Class A,8.09000015258789,5.78,5.42,1.26,2.11
PLPC,프리폼드 라인 프로덕츠,369.82000732421875,4.11,5.45,11.54,25.65
KPRX,키오라 파마슈티컬스,2.7300000190734863,2.48,5.57,10.8,20.0
WHWK,화이트호크 테라퓨틱스,4.639999866485596,3.07,5.57,11.67,26.21
CCEC,캐피털 클린 에너지 캐리어스,22.239999771118164,2.26,5.64,9.05,5.85
AVGO,브로드컴,446.7699890136719,5.85,5.64,13.01,23.59
HYPD,하이페리온 디파이,3.8889000415802,7.86,5.71,3.27,8.06
NXPI,NXP 세미콘덕터,321.3500061035156,3.1,5.77,25.04,34.52
RAPP,라포르 테라퓨틱스,39.5,5.34,5.8,10.31,23.94
DGII,디지 인터내셔널,66.80000305175781,2.97,5.85,14.94,27.5
TAVI,타비아 애퀴지션,11.279999732971191,5.46,5.88,5.76,6.52
RVMD,레볼루션 메디신,157.47999572753906,4.09,5.97,20.4,35.2
NEXN,넥슨 인터내셔널,8.399999618530273,2.6,6.1,12.83,20.62
ENGS,에너지스 그룹,1.5399999618530273,0.98,6.13,14.41,33.69
PKOH,파크-오하이오 홀딩스,32.560001373291016,4.05,6.19,14.93,22.66
DNTH,다이안서스 테라퓨틱스,93.01000213623047,5.98,6.2,6.01,28.21
IAC,IAC,44.88999938964844,6.51,6.21,5.83,12.44
SPRO,스페로 테라퓨틱스,2.825000047683716,2.37,6.21,5.27,12.27
CACC,크레디트 억셉턴스,573.6400146484375,3.53,6.29,13.66,17.06
ETOR,이토로 그룹,41.97999954223633,4.68,6.33,15.38,26.5
HSTM,헬스스트림,24.969999313354492,3.82,6.33,13.18,15.87
RPRX,로열티 파마,55.7599983215332,3.93,6.38,10.29,18.04
LEGH,레가시 하우징,24.010000228881836,3.54,6.39,9.84,12.16
SMSI,스미스 마이크로 소프트웨어,0.8899999856948853,9.2,6.4,10.83,25.35
CNXN,PC 커넥션,69.58999633789062,5.49,6.4,8.89,11.81
AIP,아테리스,35.95000076293945,0.92,6.42,33.32,69.6
TVTX,트래버 테라퓨틱스,47.18000030517578,5.46,6.47,21.34,39.41
CLMT,칼루멧,35.470001220703125,6.2,6.48,7.35,20.2
TITN,타이탄 머시너리,21.81999969482422,9.18,6.52,10.07,16.55
NUVL,뉴베일런트,110.38999938964844,6.06,6.52,6.55,7.77
AVBP,어라이번트 바이오파마,30.270000457763672,10.21,6.55,9.59,20.5
KTCC,키 트로닉,3.4100000858306885,5.34,6.6,10.39,14.08
ATLC,아틀란티쿠스 홀딩스,86.22000122070312,3.89,6.63,18.31,35.78
SCSC,스캔소스,46.27000045776367,5.19,6.76,12.82,17.15
CBIO,크레센트 바이오파마,20.649999618530273,3.18,6.76,4.82,33.55
MAKO,마코 마이닝,8.699999809265137,3.76,6.77,14.28,17.89
AKAM,아카마이 테크놀로지,149.5399932861328,2.05,6.86,23.16,34.88
SIMO,실리콘 모션 테크놀로지 ADR,276.8699951171875,3.12,6.88,42.35,73.94
MOVE,코벡스,20.0,-7.73,6.89,22.44,49.72
FLXS,플렉스스틸 인더스트리스,59.70000076293945,5.69,6.97,12.82,18.0
GFS,글로벌파운드리,79.97000122070312,3.19,6.98,27.38,49.26
CENX,센추리 알루미늄,65.97000122070312,6.31,7.01,8.52,18.92
MGNX,매크로제닉스,4.125,-5.05,7.04,12.97,41.33
QMCO,퀀텀,9.510000228881836,7.58,7.04,18.98,40.12
XWIN,X맥스,8.288100242614746,1.34,7.06,11.78,23.29
NHIC,뉴홀드 인베스트먼트 III,11.449999809265137,5.71,7.06,7.51,8.73
CDNA,케어Dx,22.81999969482422,6.31,7.12,13.23,16.66
NTCT,네트스카우트 시스템즈,41.619998931884766,3.55,7.14,16.5,28.91
NOVT,노밴타,159.3300018310547,1.91,7.17,17.45,18.3
AERT,아에리스 테크놀로지,0.7526000142097473,2.34,7.2,18.77,45.42
WRLD,월드 억셉턴스,165.08999633789062,3.21,7.26,10.67,17.32
RLAY,릴레이 테라퓨틱스,14.050000190734863,5.54,7.29,4.67,25.65
BDSX,바이오데식스,15.989999771118164,6.18,7.31,14.39,15.12
FA,퍼스트 어드밴티지,16.0,4.34,7.32,19.85,26.66
COLM,컬럼비아 스포츠웨어,66.18000030517578,5.58,7.36,10.29,11.84
MIMI,민트,3.305000066757202,-1.18,7.38,6.46,6.47
TEAD,티즈 홀딩,1.1399999856948853,-0.61,7.42,23.52,37.37
HOVR,뉴 호라이즌 에어크래프트,2.7049999237060547,1.22,7.46,19.8,31.76
KPTI,카료팜 테라퓨틱스,9.279999732971191,10.15,7.52,12.1,16.33
POLA,폴라 파워,2.0250000953674316,3.08,7.56,8.96,17.31
CEVA,세바,39.97999954223633,2.64,7.61,35.11,58.45
ZVRA,제브러 테라퓨틱스,11.59000015258789,8.66,7.61,12.95,20.4
SIRI,시리우스 XM 홀딩스,29.520000457763672,4.83,7.73,13.11,24.42
QRVO,코보,103.55999755859375,2.93,7.76,16.12,21.97
AOSL,알파 앤 오메가 세미콘덕터,45.349998474121094,5.74,7.77,27.39,58.51
PLSE,펄스 바이오사이언스,25.0,-1.23,7.77,11.6,21.09
ALOT,아스트로노바,15.6899995803833,7.08,7.83,15.38,38.09
MLTX,문레이크 이뮤노테라퓨틱스,19.18000030517578,7.41,7.86,8.44,11.42
RDWR,라드웨어,30.34000015258789,4.67,7.89,12.26,17.04
TECX,텍토닉 테라퓨틱,31.170000076293945,7.21,7.9,5.7,14.52
BTSGU,BrightSpring Health Services Units,202.02000427246094,3.71,7.93,19.09,33.4
PDEX,프로-덱스,65.17500305175781,2.36,7.95,14.54,30.43
HON,허니웰 인터내셔널,237.86000061035156,5.68,8.08,6.24,4.19
SWKS,스카이웍스 솔루션스,77.8499984741211,2.31,8.11,19.25,26.26
SOTK,소노-테크,5.420000076293945,6.0,8.19,14.06,22.54
USEA,유나이티드 마리타임,2.559999942779541,4.58,8.25,13.37,22.47
CAKE,치즈케익 팩토리,66.04000091552734,6.59,8.26,9.82,9.68
ELTX,엘리시오 테라퓨틱스,11.34000015258789,10.36,8.27,3.03,8.26
FRD,프리드먼 인더스트리스,23.3799991607666,6.15,8.35,13.66,19.44
CRNT,세라콘 네트웍스,2.859999895095825,6.4,8.42,11.37,18.72
NYAX,나약스,75.80999755859375,9.72,8.46,16.04,23.91
SANM,산미나,259.7300109863281,6.36,8.46,30.63,50.29
GTX,가렛 모션,32.7599983215332,1.72,8.48,31.85,50.44
ON,온 세미콘덕터,120.62000274658203,3.91,8.49,30.15,54.97
NVEC,NVE,97.94000244140625,7.77,8.49,17.69,29.7
VACHU,Voyager Acquisition Units,14.5,4.17,8.53,16.75,22.61
LRCX,램 리서치,318.17999267578125,5.58,8.55,18.37,28.62
PSNY,폴스타 오토모티브 홀딩 UK ADR,23.079999923706055,3.97,8.56,15.14,20.68
LOCO,엘 폴로 로코 홀딩스,14.869999885559082,6.2,8.58,7.12,18.03
ATAI,아타이버클리,4.53000020980835,6.8,8.59,11.92,16.99
DNLI,디날리 테라퓨틱스,21.040000915527344,8.75,8.61,8.06,6.17
SPCB,슈퍼컴,11.859999656677246,6.41,8.64,16.92,27.37
APYX,에이픽스 메디컬,4.146599769592285,2.99,8.68,8.01,10.72
IOVA,이오밴스 바이오테라퓨틱스,4.099999904632568,6.44,8.68,11.96,19.22
SGC,슈페리어 유니폼 그룹,12.970000267028809,6.23,8.7,11.65,19.42
ICCC,이뮤셀,10.149999618530273,-0.04,8.73,17.93,35.57
JBHT,J.B 헌트 운송 서비스,276.42999267578125,4.37,8.78,13.63,20.89
MRTN,마텐 트랜스포트,17.239999771118164,3.62,8.79,14.54,23.74
WULF,테라울프,25.559999465942383,8.28,8.82,24.87,45.5
CBRL,크래커 배럴 올드 컨트리 스토어,33.81999969482422,6.03,8.87,11.59,10.08
COHU,코후,52.75,9.23,8.87,22.9,46.15
BTSG,브라이트스프링 헬스 서비스,61.68000030517578,4.67,8.9,20.54,35.29
SATL,스텔로직,9.510000228881836,-3.82,9.03,22.17,66.55
EXTR,익스트림 네트웍스,26.510000228881836,5.32,9.05,28.27,50.25
STGW,스태그웰,7.010000228881836,7.19,9.15,7.58,15.46
ESLT,엘빗 시스템즈,880.8900146484375,9.61,9.15,4.98,9.38
ATRO,아스트로닉스,87.0,4.99,9.17,15.99,16.55
ARKO,아르코,7.760000228881836,4.27,9.22,17.58,25.93
CGEM,컬리넌 테라퓨틱스,16.440000534057617,9.82,9.22,14.1,19.91
BEAM,빔 테라퓨틱스,32.93000030517578,12.81,9.33,15.42,17.08
IPX,이페리온엑스 ADR,41.36000061035156,10.67,9.33,23.68,7.29
STLD,스틸 다이내믹스,260.1499938964844,7.9,9.35,20.29,30.27
GHRS,GH 리서치,23.989999771118164,7.42,9.35,25.17,38.59
BLMN,블루민 브랜즈,8.4399995803833,5.87,9.38,24.34,27.39
TZOO,트래블주,10.399999618530273,4.87,9.42,17.89,40.82
DFTX,데피니움 테라퓨틱스,24.190000534057617,9.17,9.45,11.64,24.9
USAR,USA 레어 어스,28.010000228881836,12.75,9.46,27.15,34.77
FIVN,파이브나인,24.350000381469727,8.47,9.5,29.2,34.53
AAON,에이에이온,140.1999969482422,2.82,9.5,28.26,38.41
WDC,웨스턴 디지털,531.2100219726562,7.43,9.54,29.59,57.46
STRL,스털링 인프라스트럭처,860.8400268554688,9.86,9.59,41.96,71.8
ITRN,이투란 로케이션 앤 콘트롤,65.55000305175781,8.65,9.64,14.81,25.79
MGTX,메이라 지티 엑스 홀딩스,10.649999618530273,10.5,9.65,13.73,26.6
HELE,헬렌 오브 트로이,27.139999389648438,7.07,9.67,28.18,40.63
TOYO,토요,14.510000228881836,-0.08,9.67,21.98,47.52
ACET,에이디셋바이오,9.069999694824219,9.87,9.8,12.0,18.08
RMBS,램버스,145.4600067138672,4.6,9.86,17.76,28.87
APLD,어플라이드 디지털,47.279998779296875,6.78,10.01,34.47,42.15
SYNA,시냅틱스,137.27999877929688,1.94,10.1,34.34,48.92
ILPT,인더스트리얼 로지스틱스 프로퍼티,8.970000267028809,5.23,10.14,24.97,38.55
ODFL,올드 도미니언 프라이트 라인,225.14999389648438,6.11,10.18,8.49,13.79
OKUR,온큐어 테라퓨틱스,4.230000019073486,8.49,10.18,-1.24,14.88
FNKO,펀코,5.579999923706055,6.92,10.19,19.05,26.82
MARA,마라 홀딩스,14.380000114440918,6.81,10.23,25.55,40.46
STX,씨게이트,879.7999877929688,8.34,10.27,36.53,70.07
WERN,웨너 엔터프라이즈,41.5099983215332,4.5,10.3,19.02,23.16
AUDC,오디오코드,9.739999771118164,7.72,10.36,6.95,14.57
CAR,에이비스 버짓 그룹,175.83999633789062,9.4,10.43,-18.63,8.07
PRTH,프라이오리티 테크놀러지 홀딩스,6.389999866485596,7.3,10.46,19.48,17.57
SKYT,스카이워터 테크놀로지,38.97999954223633,6.56,10.46,19.12,24.85
HTLD,하트랜드 익스프레스,14.989999771118164,4.99,10.51,19.1,29.35
PXLW,픽셀웍스,7.0,3.81,10.53,13.34,15.57
INDI,인디 세미컨덕터,4.989999771118164,10.03,10.56,28.11,34.1
XOS,엑소스,2.242000102996826,4.56,10.57,16.27,9.36
JBLU,제트블루 에어웨이스,5.46999979019165,9.71,10.62,10.08,7.62
ASTL,알고마 스틸 그룹,5.619999885559082,9.15,10.62,18.09,23.37
PLUG,플러그 파워,3.950000047683716,5.45,10.63,27.46,51.6
IMVT,이뮤노반트,33.29999923706055,4.65,10.68,18.14,23.03
DGXX,디지 파워 X,7.809999942779541,0.48,10.69,66.88,115.12
CABR,케어링 브랜즈,1.1122000217437744,6.32,10.7,2.52,10.62
FLY,파이어플라이 에어로스페이스,46.4900016784668,-2.18,10.71,21.41,50.09
PPSI,파이어니어 파워 솔루션스,5.079999923706055,0.89,10.72,29.26,32.05
CD,체인스 디지털 홀딩스,8.229999542236328,-7.12,10.81,40.01,48.96
CPIX,컴벌랜드 파마슈티컬스,5.75,0.97,10.89,25.46,39.29
VSAT,비아샛,80.62000274658203,5.13,10.9,25.74,47.29
GRWG,그로우제너레이션,1.75,1.51,10.94,22.55,34.51
BJRI,비제이스 레스토랑,47.04999923706055,5.86,11.06,17.9,18.27
OMDA,오마다 헬스,17.969999313354492,7.32,11.13,23.53,27.44
PETZ,TDH 홀딩스,1.149999976158142,5.31,11.22,6.63,3.47
ARCB,아크베스트,136.69000244140625,7.5,11.24,16.49,28.13
ELVA,일렉트로바야,11.6899995803833,9.47,11.29,22.73,28.63
AYA,아야 골드 앤 실버,21.0,14.31,11.34,19.27,20.74
MRVI,마라바이 라이프사이언시스 홀딩스,4.800000190734863,9.22,11.49,27.15,35.0
PENN,펜 엔터테인먼트,18.829999923706055,8.86,11.52,15.66,25.26
OCC,옵티컬 케이블,13.045000076293945,5.61,11.56,11.74,46.41
TOI,온콜로지 인스티튜트,4.690000057220459,6.74,11.57,25.87,41.78
LSTR,랜드스타 시스템,206.89999389648438,7.46,11.59,16.07,25.08
CSCO,시스코 시스템즈,120.41999816894531,1.84,11.65,24.93,37.86
SMTC,셈텍,152.5399932861328,2.34,11.73,34.5,55.41
WHLRP,휠러 리얼 에스테이트 인베스트 우선주 시리즈 B 9.000%,8.09000015258789,10.99,11.74,9.29,14.46
CORZ,코어 사이언티픽,26.850000381469727,6.49,11.79,27.89,40.69
LINE,리니지,44.40999984741211,8.33,11.87,18.54,18.5
LSCC,래티스 세미컨덕터,147.0800018310547,6.47,11.96,23.6,41.74
ATEX,안테릭스,64.0199966430664,4.64,12.0,30.11,56.82
TUSK,매머드 에너지서비스,3.3980000019073486,4.24,12.06,19.07,31.51
CIFR,사이퍼 디지털,23.649999618530273,8.67,12.17,28.39,39.26
TRNS,트랜스캣,84.5199966430664,12.03,12.19,10.02,14.37
POWI,파워 인티그레이션,84.0,10.29,12.28,26.64,49.34
PTRN,패턴 그룹,18.790000915527344,4.13,12.28,27.93,41.15
BCBP,BCB 뱅코프,11.25,11.06,12.33,13.17,23.89
CGNT,코그나이트 소프트웨어,11.569999694824219,12.75,12.35,20.33,31.1
HLIT,하모닉,15.109999656677246,5.19,12.41,29.36,39.36
QUBT,퀀텀 컴퓨팅,11.960000038146973,8.71,12.46,29.04,31.3
KRRO,코로 바이오,13.34000015258789,12.88,12.47,4.12,9.21
DRTS,알파 타우 메디컬,10.829999923706055,3.27,12.49,26.71,38.34
KOPN,코핀,5.710000038146973,9.91,12.55,44.96,80.01
DAVE,데이브,282.55999755859375,13.68,12.59,21.06,33.17
MITK,마이텍 시스템즈,17.18000030517578,9.69,12.6,16.39,25.52
IREN,아이렌,63.540000915527344,10.71,12.65,30.18,35.06
FABC,패브릭 AI,5.244999885559082,1.44,12.73,41.39,69.23
CRBU,카리부 바이오사이언시스,2.3499999046325684,8.7,12.74,12.12,23.36
IART,인테그라 라이프사이언시스 홀딩스,16.040000915527344,6.17,12.75,33.17,39.49
AFCG,어드반스드 플라워 캐피털,3.7298998832702637,4.06,12.85,18.81,34.33
ILMN,일루미나,162.9600067138672,10.56,12.86,20.18,23.02
DRS,레오나르도 DRS,48.7599983215332,8.48,12.93,11.24,13.51
CROX,크록스,118.66999816894531,9.37,12.99,18.35,27.01
SRTA,스트라타 크리티컬 메디컬,6.309999942779541,7.94,13.15,25.87,29.01
VCYT,베라사이트,46.34000015258789,5.29,13.25,27.01,27.17
RNW,리뉴 에너지 글로벌,6.389999866485596,9.62,13.26,20.54,20.12
RIOT,라이엇 플랫폼즈,27.110000610351562,8.52,13.28,37.86,54.09
POCI,프리시전 옵틱스,5.539999961853027,7.18,13.35,19.24,19.33
NAVN,나반,21.3700008392334,10.55,13.37,30.11,55.49
HIMX,하이맥스 테크놀로지스 ADR,20.56999969482422,3.07,13.4,47.78,86.51
QURE,유니큐어,28.530000686645508,12.36,13.4,36.19,38.76
CMMB,키모맵 테라퓨틱스 ADR,2.0399999618530273,9.03,13.46,15.86,19.1
MRVL,마벨 테크놀로지 그룹,205.0,7.18,13.63,32.45,72.79
PUBM,퍼브매틱,11.680000305175781,11.4,13.67,20.3,35.57
DXCM,덱스컴,73.73999786376953,5.73,13.7,14.6,9.68
LIND,린드블라드 익스퍼디션스 홀딩스,22.950000762939453,11.52,13.8,18.15,22.42
ALKS,앨커미스,42.189998626708984,11.04,13.95,20.45,27.07
CAEP,캔터 에퀴티 파트너스 III,12.109999656677246,11.5,14.05,14.56,16.42
NSYS,노테크 시스템즈,15.25510025024414,13.17,14.12,11.94,32.06
CNTX,콘텍스트 테라퓨틱스,2.809999942779541,9.55,14.16,12.54,11.49
GRPN,그루폰,20.229999542236328,6.56,14.21,33.09,42.85
RUM,럼블,9.1899995803833,11.1,14.25,35.6,48.06
OM,아웃셋 메디컬,4.849999904632568,10.03,14.27,12.57,19.06
CERS,세러스,3.0399999618530273,12.09,14.41,32.12,34.57
FLEX,플렉스,150.77999877929688,9.77,14.42,45.21,80.37
CLFD,클리어필드,47.220001220703125,5.09,14.51,36.67,45.02
LOGI,로지텍 인터내셔널,121.87000274658203,11.91,14.6,19.94,26.51
AVR,안테리스 테크놀로지스 글로벌,8.619999885559082,1.32,14.76,29.74,37.52
NNBR,NN,2.940000057220459,11.32,14.91,24.58,50.96
SEGG,스포 엔터,1.8799999952316284,0.27,14.95,52.07,55.76
OSPN,원스팬,14.4399995803833,9.78,14.99,22.52,25.51
MKDW,MKD웰 테크,8.779999732971191,9.13,15.03,13.47,68.22
LQDA,리퀴디아,61.86000061035156,2.31,15.12,38.0,50.13
LCUT,라이프타임 브랜즈,8.699999809265137,3.01,15.21,18.92,57.74
BLZE,백블레이즈,8.279999732971191,9.29,15.29,54.22,73.24
FCEL,퓨얼셀 에너지,21.65999984741211,-2.52,15.39,62.55,105.64
ALNT,얼라이언트,79.16000366210938,17.56,15.75,14.44,18.9
TWST,트위스트 바이오사이언스,66.87000274658203,14.02,15.87,20.0,32.57
LPRO,오픈 렌딩,2.25,7.6,15.92,23.02,35.75
ENLT,엔라이트 리뉴어블 에너지,107.41999816894531,13.91,16.0,26.78,44.08
PCT,퓨어사이클 테크놀러지,12.390000343322754,1.22,16.01,46.85,46.91
MAAS,마스,11.890000343322754,8.57,16.14,33.82,61.66
RXT,랙스페이스 테크놀로지,5.170000076293945,9.04,16.17,79.65,150.13
PSIG,PS 인터내셔널 그룹,8.529999732971191,8.65,16.18,21.54,36.27
NBIS,네비우스 그룹,231.08999633789062,9.11,16.26,39.53,75.21
SEZL,세즐,118.1500015258789,8.98,16.43,39.69,55.61
RLYB,랠리바이오,17.05500030517578,14.16,16.7,43.07,80.11
SNDK,샌디스크,1694.97998046875,12.6,16.72,48.54,96.15
WYFI,화이트파이버,29.739999771118164,5.33,16.72,54.98,61.72
NVAX,노바백스,10.970000267028809,12.87,16.85,23.65,21.3
EDIT,에디타스 메디신,3.4600000381469727,18.57,16.94,18.94,39.46
IRDM,이리디움 커뮤니케이션스,51.779998779296875,9.47,17.0,29.78,65.96
ULBI,울트라라이프,7.6992998123168945,13.01,17.16,11.49,17.79
STFS,스타 패션 컬처 홀딩스,10.380000114440918,13.79,17.25,50.17,89.21
VICR,비코,334.8399963378906,14.58,17.26,40.27,65.97
AMD,AMD(어드밴스드 마이크로 디바이시스),516.0999755859375,10.81,17.27,46.86,82.83
XMTR,조메트리,95.29000091552734,5.07,17.3,53.25,67.04
OSS,OSS(원 스탑 시스템),18.18000030517578,7.58,17.58,50.34,68.88
CCSI,콘센서스 클라우드 솔루션스,34.349998474121094,16.42,17.6,23.17,26.26
FTNT,포티넷,137.97000122070312,6.14,17.61,38.16,52.22
ADUR,아듀로 클린 테크놀로지스,16.850000381469727,12.64,17.73,32.75,36.84
MNTK,몬탁 리뉴어블스,1.8200000524520874,11.93,17.76,26.13,22.93
CYRX,크라이오포트,15.6899995803833,11.52,18.33,37.66,54.74
QCOM,퀄컴,251.02000427246094,12.5,18.45,43.13,57.91
BGDE,빅 디지털 에너지,7.244999885559082,14.72,18.57,25.49,62.58
CLOV,클로버 헬스 인베스트먼츠,3.9800000190734863,9.16,19.57,48.23,64.63
TOMZ,토미 인바이런먼털 솔루션스,0.9501000046730042,14.19,19.66,29.62,34.19
CHRN,크로노스케일,18.360000610351562,13.05,19.72,42.57,59.57
MRCY,머큐리 시스템즈,111.69999694824219,13.5,19.75,30.12,28.58
NXT,넥스트파워,156.39999389648438,16.42,19.98,24.04,31.59
FROG,제이프로그,79.4800033569336,10.36,20.04,40.27,53.11
IMUX,이뮤닉,15.020000457763672,13.72,20.18,26.76,41.4
YMAT,J스타 홀딩,1.0,4.38,20.31,57.33,95.56
BLRX,바이오라인 RX ADR,3.7699999809265137,18.67,20.39,31.18,32.44
SAFX,XCF 글로벌,0.5350000262260437,19.9,20.52,11.92,48.26
CRDO,크레도 테크놀로지 그룹 홀딩,236.02999877929688,18.4,20.75,41.21,63.85
NVTS,나비타스 세미컨덕터,26.600000381469727,5.21,20.96,57.36,104.78
IMSR,테레스트리얼 에너지,9.130000114440918,21.65,21.12,25.07,18.68
NSIT,인사이트 엔터프라이지즈,106.37999725341797,10.33,21.31,32.83,30.45
LOBO,로보 테크놀로지스,0.7998999953269958,12.7,21.36,24.35,34.01
TACT,트랜스액트 테크놀로지스,4.559999942779541,11.68,21.49,23.58,26.97
RKLB,로켓 랩,143.47999572753906,5.22,21.5,51.11,68.78
HUT,헛 8,124.83000183105469,15.7,21.77,51.86,84.59
BAND,밴드위스,64.97000122070312,11.7,21.86,74.06,150.51
PODC,포드캐스톤,4.940000057220459,9.66,21.87,41.95,63.52
PENG,펭귄 솔루션스,55.83000183105469,9.96,21.98,59.9,106.72
BZFD,버즈피드,1.6640000343322754,-0.98,22.19,48.24,74.91
LTRN,랜턴 파마,3.4800000190734863,4.38,22.23,31.47,33.36
RRGB,레드 로빈 고메 버거스,5.03000020980835,11.11,22.31,24.91,30.41
TENB,테너블 홀딩스,28.229999542236328,12.73,22.37,35.88,34.92
LIXT,릭스트 바이오테크놀로지 홀딩스,6.480000019073486,11.44,22.45,41.73,70.35
RETO,리토 에코-솔루션,2.2200000286102295,-2.46,22.48,61.48,99.06
EZRA,릴라이언스 글로벌 그룹,3.799999952316284,-3.6,22.49,115.01,282.16
FEIM,프리컨시 일렉트로닉스,75.87999725341797,16.47,22.54,31.49,40.57
SIDU,싸이더스 스페이스,4.909999847412109,4.49,22.72,25.22,52.04
QUCY,마인츠 바이오메드,2.505000114440918,-17.72,22.84,72.46,122.23
TXG,10X 제노믹스,28.30500030517578,16.14,22.91,22.82,31.59
ULCC,프론티어 그룹 홀딩스,6.050000190734863,18.4,22.99,36.02,32.5
LPTH,라이트패스 테크놀로지스,16.979999542236328,11.93,23.25,26.52,37.9
CMPS,컴퍼스패스웨이스 ADR,13.0600004196167,14.24,23.3,49.96,70.02
PANW,팔로 알토 네트웍스,281.69000244140625,11.1,23.32,41.81,54.35
CLSK,클린스파크,18.290000915527344,14.33,23.54,45.23,57.16
FBIOP,포트리스 바이오텍 우선주 시리즈 A 9.375%,19.56999969482422,10.53,23.77,27.59,39.64
GH,가단트 헬쓰,129.69000244140625,12.68,23.91,34.65,31.69
FATE,페이트 테라퓨틱스,2.7300000190734863,21.17,24.01,46.15,75.11
ABSI,앱사이,6.75,27.08,24.04,52.92,89.01
BTDR,빗디어 테크놀로지스,17.489999771118164,17.62,24.24,40.8,52.97
HUMA,휴마사이트,1.2899999618530273,19.0,24.28,40.49,34.71
DDOG,데이터도그,247.35000610351562,12.3,24.34,53.19,74.62
IPWR,아이디얼 파워,7.610000133514404,10.08,24.58,55.72,79.29
SWAG,스트란앤컴퍼니,2.299999952316284,14.09,24.68,27.42,27.57
TTRX,턴 테라퓨틱스,5.599999904632568,9.65,24.72,35.68,42.29
AIMD,에이노스,2.390000104904175,13.54,24.95,31.17,40.09
BLIN,브릿지라인 디지털,1.264799952507019,20.86,25.26,26.8,37.37
AIRJ,에어줄 테크놀로지스,4.900000095367432,15.48,25.34,34.91,42.15
OSUR,오라슈어 테크놀로지스,4.190000057220459,14.17,25.41,25.79,34.64
