643 USDT-M perpetual symbols on Bitget (granularity=1h)
[ 449/643] PYTHUSDT             rows= 22513  ( 0.1s)
[ 450/643] QBTSUSDT             rows=   548  ( 0.1s)
[ 448/643] PUNDIXUSDT           rows=  9939  ( 1.1s)
[ 451/643] QCOMUSDT             rows=   718  ( 0.1s)
[ 452/643] QNTSTOCKUSDT         rows=   478  ( 0.1s)
[ 453/643] QNTUSDT              rows= 26226  ( 0.1s)
[ 454/643] QQQUSDT              rows=  5587  ( 0.1s)
[ 455/643] QTUMUSDT             rows= 33905  ( 0.1s)
[ 456/643] QUBTUSDT             rows=   548  ( 0.1s)
[ 457/643] QUSDT                rows=  6934  ( 0.1s)
[ 458/643] RAREUSDT             rows= 16174  ( 0.1s)
[ 459/643] RAVEUSDT             rows=  4443  ( 0.1s)
[ 460/643] RAYUSDT              rows= 14588  ( 0.1s)
[ 462/643] RDDTUSDT             rows=  5587  ( 0.1s)
[ 461/643] RCATUSDT             rows=   402  ( 0.1s)
[ 463/643] RDWUSDT              rows=   718  ( 0.1s)
[ 464/643] RECALLUSDT           rows=  5898  ( 0.1s)
[ 465/643] REDUSDT              rows= 11249  ( 0.1s)
[ 466/643] RENDERUSDT           rows= 16604  ( 0.1s)
[ 467/643] RESOLVUSDT           rows=  8952  ( 0.1s)
[ 468/643] REZUSDT              rows= 18688  ( 0.1s)
[ 469/643] RGTIUSDT             rows=   548  ( 0.1s)
[ 470/643] RIVERUSDT            rows=  5847  ( 0.1s)
[ 471/643] RKLBUSDT             rows=  1678  ( 0.1s)
[ 472/643] ROBOUSDT             rows=  2660  ( 0.1s)
[ 473/643] ROKUSDT              rows=    41  ( 0.1s)
[ 474/643] ROSEUSDT             rows= 35996  ( 0.1s)
[ 475/643] RPLUSDT              rows= 15503  ( 0.1s)
[ 476/643] RSRUSDT              rows= 35187  ( 0.1s)
[ 477/643] RTXSTOCKUSDT         rows=   402  ( 0.1s)
[ 479/643] RVNUSDT              rows= 27740  ( 0.1s)
[ 480/643] SAFEUSDT             rows= 14421  ( 0.1s)
[ 478/643] RUNEUSDT             rows= 36598  ( 1.2s)
[ 481/643] SAHARAUSDT           rows=  8567  ( 0.1s)
[ 482/643] SAMSUNGUSDT          rows=   384  ( 0.1s)
[ 483/643] SANDUSDT             rows= 39668  ( 0.1s)
[ 484/643] SANTOSUSDT           rows= 14344  ( 0.1s)
[ 485/643] SAPIENUSDT           rows=  7243  ( 0.1s)
[ 486/643] SATLUSDT             rows=   235  ( 0.1s)
[ 487/643] SATSSTOCKUSDT        rows=   235  ( 0.1s)
[ 488/643] SCRTUSDT             rows= 13771  ( 0.1s)
[ 489/643] SEIUSDT              rows= 24862  ( 0.1s)
[ 490/643] SENTUSDT             rows=  3521  ( 0.1s)
[ 491/643] SFPUSDT              rows= 27740  ( 0.1s)
[ 492/643] SGOVUSDT             rows=    41  ( 0.1s)
[ 493/643] SHELLUSDT            rows= 11752  ( 0.1s)
[ 494/643] SHIBUSDT             rows= 39957  ( 0.1s)
[ 495/643] SIGNUSDT             rows=  9980  ( 0.1s)
[ 496/643] SIMOUSDT             rows=   187  ( 0.1s)
[ 497/643] SIRENUSDT            rows= 10917  ( 0.1s)
[ 498/643] SITMUSDT             rows=   335  ( 0.1s)
[ 499/643] SKHYNIXUSDT          rows=   384  ( 0.1s)
[ 500/643] SKLUSDT              rows= 27740  ( 0.1s)
[ 501/643] SKRUSDT              rows=  3552  ( 0.1s)
[ 502/643] SKYAIUSDT            rows=  9623  ( 0.1s)
[ 503/643] SKYUSDT              rows=  6765  ( 0.1s)
[ 504/643] SLPUSDT              rows=  7916  ( 0.1s)
[ 505/643] SLXUSDT              rows=   406  ( 0.1s)
[ 506/643] SMCIUSDT             rows=   718  ( 0.1s)
[ 507/643] SMHUSDT              rows=    41  ( 0.1s)
[ 508/643] SMRUSDT              rows=   335  ( 0.1s)
[ 509/643] SNDKUSDT             rows=  1535  ( 0.1s)
[ 510/643] SNOWUSDT             rows=   501  ( 0.1s)
[ 511/643] SNXUSDT              rows= 34747  ( 0.1s)
[ 512/643] SOLUSDT              rows= 42988  ( 0.1s)
[ 513/643] SOMIUSDT             rows=  7121  ( 0.1s)
[ 514/643] SONICUSDT            rows= 12642  ( 0.2s)
[ 515/643] SOONUSDT             rows=  9383  ( 0.1s)
[ 516/643] SOPHUSDT             rows=  9263  ( 0.1s)
[ 517/643] SOXLUSDT             rows=  1678  ( 0.1s)
[ 518/643] SOXSUSDT             rows=  1678  ( 0.1s)
[ 519/643] SP500USDT            rows=   648  ( 0.1s)
[ 520/643] SPACEUSDT            rows=  3498  ( 0.1s)
[ 521/643] SPCXUSDT             rows=   214  ( 0.1s)
[ 522/643] SPELLUSDT            rows= 27381  ( 0.1s)
[ 523/643] SPIRUSDT             rows=   235  ( 0.1s)
[ 525/643] SPXUSDT              rows= 14322  ( 0.1s)
[ 524/643] SPKUSDT              rows=  8783  ( 0.1s)
[ 526/643] SPYUSDT              rows=  3041  ( 0.1s)
[ 527/643] SQDUSDT              rows=  8922  ( 0.1s)
[ 528/643] SQQQUSDT             rows=  1895  ( 0.1s)
[ 529/643] SSVUSDT              rows= 28797  ( 0.1s)
[ 530/643] STABLEUSDT           rows=  5368  ( 0.1s)
[ 531/643] STBLUSDT             rows=  6312  ( 0.1s)
[ 532/643] STEEMUSDT            rows= 13942  ( 0.1s)
[ 533/643] STGUSDT              rows= 32900  ( 0.1s)
[ 534/643] STORJUSDT            rows= 34747  ( 0.1s)
[ 535/643] STOUSDT              rows= 10582  ( 0.1s)
[ 536/643] STRKUSDT             rows= 20345  ( 0.1s)
[ 538/643] STXUSDT              rows= 28560  ( 0.1s)
[ 537/643] STXSTOCKUSDT         rows=  1535  ( 0.1s)
[ 539/643] SUIUSDT              rows= 27381  ( 0.1s)
[ 540/643] SUMIELECUSDT         rows=   315  ( 0.1s)
[ 541/643] SUNUSDT              rows= 15935  ( 0.1s)
[ 542/643] SUPERUSDT            rows= 19028  ( 0.1s)
[ 543/643] SUSDT                rows= 12450  ( 0.1s)
[ 544/643] SUSHIUSDT            rows= 50207  ( 0.1s)
[ 545/643] SXTUSDT              rows=  9742  ( 0.1s)
[ 546/643] SYNUSDT              rows= 15976  ( 0.1s)
[ 547/643] SYRUPUSDT            rows=  9787  ( 0.1s)
[ 548/643] TACUSDT              rows=  8109  ( 0.1s)
[ 549/643] TAGUSDT              rows=  7867  ( 0.1s)
[ 550/643] TAIKOUSDT            rows= 17661  ( 0.1s)
[ 551/643] TAOUSDT              rows= 19144  ( 0.1s)
[ 552/643] THETAUSDT            rows= 41491  ( 0.1s)
[ 553/643] THEUSDT              rows= 13628  ( 0.1s)
[ 554/643] TIAUSDT              rows= 23037  ( 0.1s)
[ 555/643] TKOUSDT              rows=    64  ( 0.1s)
[ 556/643] TLMUSDT              rows= 28172  ( 0.1s)
[ 557/643] TNSRUSDT             rows= 19213  ( 0.1s)
[ 559/643] TOSHIUSDT            rows= 12166  ( 0.1s)
[ 558/643] TOKYOELUSDT          rows=   314  ( 0.1s)
[ 560/643] TOWNSUSDT            rows=  7605  ( 1.2s)
[ 561/643] TQQQUSDT             rows=  1895  ( 0.1s)
[ 562/643] TRADOORUSDT          rows=  1483  ( 0.1s)
[ 563/643] TRBUSDT              rows= 17302  ( 0.1s)
[ 564/643] TREEUSDT             rows=  7773  ( 0.1s)
[ 565/643] TRIAUSDT             rows=  3162  ( 0.1s)
[ 566/643] TRUMPUSDT            rows= 12379  ( 0.1s)
[ 567/643] TRUSTUSDT            rows=  5394  ( 0.1s)
[ 568/643] TRXUSDT              rows= 50880  ( 0.1s)
[ 569/643] TSEMUSDT             rows=   187  ( 0.1s)
[ 570/643] TSLAUSDT             rows=  7274  ( 0.1s)
[ 571/643] TSMUSDT              rows=  2589  ( 0.1s)
[ 572/643] TURBOUSDT            rows= 17494  ( 0.1s)
[ 573/643] TUSDT                rows= 16151  ( 0.1s)
[ 574/643] TUTUSDT              rows= 10948  ( 0.1s)
[ 575/643] TWLOUSDT             rows=   235  ( 0.1s)
[ 576/643] UAIUSDT              rows=  5370  ( 0.1s)
[ 577/643] UBUSDT               rows=  6694  ( 0.1s)
[ 578/643] UMAUSDT              rows= 14419  ( 0.1s)
[ 579/643] UNHUSDT              rows=  5252  ( 0.1s)
[ 580/643] UNITASUSDT           rows=   402  ( 0.1s)
[ 581/643] UNIUSDT              rows= 50277  ( 0.1s)
[ 582/643] USARUSDT             rows=   911  ( 0.1s)
[ 583/643] USDCUSDT             rows= 28651  ( 0.1s)
[ 584/643] USELESSUSDT          rows=  8132  ( 0.1s)
[ 585/643] USTCUSDT             rows= 11776  ( 0.1s)
[ 586/643] USUALUSDT            rows= 13122  ( 0.1s)
[ 587/643] USUSDT               rows=  4507  ( 0.1s)
[ 588/643] UVXYUSDT             rows=    41  ( 0.1s)
[ 589/643] VANAUSDT             rows= 13170  ( 0.1s)
[ 590/643] VANRYUSDT            rows= 19655  ( 0.1s)
[ 591/643] VELODROMEUSDT        rows= 13243  ( 0.1s)
[ 592/643] VELVETUSDT           rows=  8110  ( 0.1s)
[ 593/643] VETUSDT              rows= 28511  ( 0.1s)
[ 594/643] VIRTUALUSDT          rows= 14251  ( 0.1s)
[ 595/643] VRTUSDT              rows=   863  ( 0.1s)
[ 596/643] VTHOUSDT             rows= 12286  ( 0.1s)
[ 597/643] VUSDT                rows=    64  ( 0.1s)
[ 598/643] VVVUSDT              rows= 12144  ( 0.1s)
[ 599/643] WALUSDT              rows= 10748  ( 0.1s)
[ 600/643] WAXPUSDT             rows= 23355  ( 0.1s)
[ 601/643] WCTUSDT              rows= 10292  ( 0.1s)
[ 602/643] WDCUSDT              rows=   718  ( 0.1s)
[ 603/643] WETUSDT              rows=  4559  ( 0.1s)
[ 604/643] WIFUSDT              rows= 19947  ( 0.1s)
[ 605/643] WLDUSDT              rows= 25414  ( 0.1s)
[ 606/643] WLFIUSDT             rows=  7169  ( 0.1s)
[ 607/643] WMTUSDT              rows=  2589  ( 0.1s)
[ 608/643] WOOUSDT              rows= 33305  ( 0.1s)
[ 609/643] WUSDT                rows= 19321  ( 0.1s)
[ 610/643] XAGUSDT              rows=  3884  ( 0.1s)
[ 611/643] XAIUSDT              rows= 21233  ( 0.1s)
[ 612/643] XANUSDT              rows=  6265  ( 0.1s)
[ 613/643] XAUTUSDT             rows= 10578  ( 0.1s)
[ 614/643] XAUUSDT              rows=  4488  ( 0.1s)
[ 615/643] XLKUSDT              rows=    41  ( 0.1s)
[ 616/643] XLMUSDT              rows= 46004  ( 0.1s)
[ 617/643] XLUUSDT              rows=    41  ( 0.1s)
[ 618/643] XMRUSDT              rows=  5253  ( 0.1s)
[ 619/643] XOMUSDT              rows=  2352  ( 0.1s)
[ 620/643] XPDUSDT              rows=  3331  ( 0.1s)
[ 621/643] XPINUSDT             rows=  6694  ( 0.1s)
[ 622/643] XPLUSDT              rows=  7096  ( 0.1s)
[ 623/643] XPTUSDT              rows=  3331  ( 0.1s)
[ 624/643] XRPUSDT              rows= 56646  ( 0.1s)
[ 625/643] XTZUSDT              rows= 50471  ( 0.1s)
[ 626/643] XVGUSDT              rows= 25865  ( 0.1s)
[ 627/643] XVSUSDT              rows= 18507  ( 0.1s)
[ 628/643] YBUSDT               rows=  6000  ( 0.1s)
[ 629/643] YGGUSDT              rows= 25104  ( 0.1s)
[ 630/643] ZAMAUSDT             rows=  3257  ( 0.1s)
[ 631/643] ZBTUSDT              rows=  5852  ( 0.1s)
[ 632/643] ZECUSDT              rows=  5875  ( 0.1s)
[ 633/643] ZENUSDT              rows= 12669  ( 0.1s)
[ 634/643] ZESTUSDT             rows=   328  ( 0.1s)
[ 635/643] ZETAUSDT             rows= 20733  ( 0.1s)
[ 636/643] ZILUSDT              rows= 36763  ( 0.1s)
[ 637/643] ZKCUSDT              rows=  6620  ( 0.1s)
[ 638/643] ZKPUSDT              rows=  4288  ( 0.1s)
[ 639/643] ZKUSDT               rows= 17539  ( 0.1s)
[ 640/643] ZORAUSDT             rows= 10097  ( 0.1s)
[ 641/643] ZROUSDT              rows= 17464  ( 0.1s)
[ 642/643] ZRXUSDT              rows= 35996  ( 0.1s)
[ 643/643] 龙虾USDT               rows=  2325  ( 0.1s)
